Date : 2023-12-07 14:34:59
Directory : /Users/macbook/Documents/GitHub/godofdiscipline
Total : 146 files,  5394 codes, 6160 comments, 1211 blanks, all 12765 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| android/gradle                                                                                                                                                      |          1 |          5 |          0 |          1 |          6 |
| android/gradle/wrapper                                                                                                                                              |          1 |          5 |          0 |          1 |          6 |
| assets                                                                                                                                                              |          4 |         23 |          0 |          4 |         27 |
| assets/icons                                                                                                                                                        |          4 |         23 |          0 |          4 |         27 |
| build                                                                                                                                                               |         67 |      2,097 |      5,976 |        984 |      9,057 |
| build/ios                                                                                                                                                           |         67 |      2,097 |      5,976 |        984 |      9,057 |
| build/ios/Debug-iphonesimulator                                                                                                                                     |         45 |      1,401 |      3,984 |        656 |      6,041 |
| build/ios/Debug-iphonesimulator/App.framework                                                                                                                       |          6 |         25 |          0 |          4 |         29 |
| build/ios/Debug-iphonesimulator/App.framework/flutter_assets                                                                                                        |          6 |         25 |          0 |          4 |         29 |
| build/ios/Debug-iphonesimulator/App.framework/flutter_assets (Files)                                                                                                |          2 |          2 |          0 |          0 |          2 |
| build/ios/Debug-iphonesimulator/App.framework/flutter_assets/assets                                                                                                 |          4 |         23 |          0 |          4 |         27 |
| build/ios/Debug-iphonesimulator/App.framework/flutter_assets/assets/icons                                                                                           |          4 |         23 |          0 |          4 |         27 |
| build/ios/Debug-iphonesimulator/Flutter.framework                                                                                                                   |         16 |        671 |      1,992 |        324 |      2,987 |
| build/ios/Debug-iphonesimulator/Flutter.framework/Headers                                                                                                           |         16 |        671 |      1,992 |        324 |      2,987 |
| build/ios/Debug-iphonesimulator/Runner.app                                                                                                                          |         22 |        696 |      1,992 |        328 |      3,016 |
| build/ios/Debug-iphonesimulator/Runner.app/Frameworks                                                                                                               |         22 |        696 |      1,992 |        328 |      3,016 |
| build/ios/Debug-iphonesimulator/Runner.app/Frameworks/App.framework                                                                                                 |          6 |         25 |          0 |          4 |         29 |
| build/ios/Debug-iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets                                                                                  |          6 |         25 |          0 |          4 |         29 |
| build/ios/Debug-iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets (Files)                                                                          |          2 |          2 |          0 |          0 |          2 |
| build/ios/Debug-iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/assets                                                                           |          4 |         23 |          0 |          4 |         27 |
| build/ios/Debug-iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/assets/icons                                                                     |          4 |         23 |          0 |          4 |         27 |
| build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework                                                                                             |         16 |        671 |      1,992 |        324 |      2,987 |
| build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers                                                                                     |         16 |        671 |      1,992 |        324 |      2,987 |
| build/ios/Debug-iphonesimulator/Runner.swiftmodule                                                                                                                  |          1 |          9 |          0 |          0 |          9 |
| build/ios/iphonesimulator                                                                                                                                           |         22 |        696 |      1,992 |        328 |      3,016 |
| build/ios/iphonesimulator/Runner.app                                                                                                                                |         22 |        696 |      1,992 |        328 |      3,016 |
| build/ios/iphonesimulator/Runner.app/Frameworks                                                                                                                     |         22 |        696 |      1,992 |        328 |      3,016 |
| build/ios/iphonesimulator/Runner.app/Frameworks/App.framework                                                                                                       |          6 |         25 |          0 |          4 |         29 |
| build/ios/iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets                                                                                        |          6 |         25 |          0 |          4 |         29 |
| build/ios/iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets (Files)                                                                                |          2 |          2 |          0 |          0 |          2 |
| build/ios/iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/assets                                                                                 |          4 |         23 |          0 |          4 |         27 |
| build/ios/iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/assets/icons                                                                           |          4 |         23 |          0 |          4 |         27 |
| build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework                                                                                                   |         16 |        671 |      1,992 |        324 |      2,987 |
| build/ios/iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers                                                                                           |         16 |        671 |      1,992 |        324 |      2,987 |
| ios                                                                                                                                                                 |          8 |        229 |          4 |         13 |        246 |
| ios/Runner                                                                                                                                                          |          7 |        222 |          2 |          9 |        233 |
| ios/Runner (Files)                                                                                                                                                  |          2 |         13 |          0 |          3 |         16 |
| ios/Runner/Assets.xcassets                                                                                                                                          |          3 |        148 |          0 |          4 |        152 |
| ios/Runner/Assets.xcassets/AppIcon.appiconset                                                                                                                       |          1 |        122 |          0 |          1 |        123 |
| ios/Runner/Assets.xcassets/LaunchImage.imageset                                                                                                                     |          2 |         26 |          0 |          3 |         29 |
| ios/Runner/Base.lproj                                                                                                                                               |          2 |         61 |          2 |          2 |         65 |
| ios/RunnerTests                                                                                                                                                     |          1 |          7 |          2 |          4 |         13 |
| lib                                                                                                                                                                 |         35 |      2,230 |         33 |        135 |      2,398 |
| lib (Files)                                                                                                                                                         |          1 |         23 |          0 |          5 |         28 |
| lib/router                                                                                                                                                          |          2 |        134 |         21 |         30 |        185 |
| lib/screens                                                                                                                                                         |         29 |      2,012 |         12 |         90 |      2,114 |
| lib/screens/create_activity_screen                                                                                                                                  |          2 |        268 |          0 |          6 |        274 |
| lib/screens/create_activity_screen/view                                                                                                                             |          1 |        143 |          0 |          3 |        146 |
| lib/screens/create_activity_screen/widgets                                                                                                                          |          1 |        125 |          0 |          3 |        128 |
| lib/screens/main_screen                                                                                                                                             |          8 |        519 |         12 |         25 |        556 |
| lib/screens/main_screen/view                                                                                                                                        |          1 |         78 |         12 |          3 |         93 |
| lib/screens/main_screen/widgets                                                                                                                                     |          7 |        441 |          0 |         22 |        463 |
| lib/screens/profile_screen                                                                                                                                          |          8 |        374 |          0 |         24 |        398 |
| lib/screens/profile_screen/view                                                                                                                                     |          1 |        114 |          0 |          3 |        117 |
| lib/screens/profile_screen/widgets                                                                                                                                  |          7 |        260 |          0 |         21 |        281 |
| lib/screens/reg_screen                                                                                                                                              |          4 |        281 |          0 |         12 |        293 |
| lib/screens/reg_screen/view                                                                                                                                         |          1 |        105 |          0 |          3 |        108 |
| lib/screens/reg_screen/widgets                                                                                                                                      |          3 |        176 |          0 |          9 |        185 |
| lib/screens/search_screen                                                                                                                                           |          3 |        235 |          0 |          9 |        244 |
| lib/screens/search_screen/view                                                                                                                                      |          1 |        102 |          0 |          3 |        105 |
| lib/screens/search_screen/widgets                                                                                                                                   |          2 |        133 |          0 |          6 |        139 |
| lib/screens/settings_screen                                                                                                                                         |          1 |        274 |          0 |          9 |        283 |
| lib/screens/settings_screen/view                                                                                                                                    |          1 |        274 |          0 |          9 |        283 |
| lib/screens/stat_screen                                                                                                                                             |          3 |         61 |          0 |          5 |         66 |
| lib/screens/stat_screen/view                                                                                                                                        |          1 |         61 |          0 |          3 |         64 |
| lib/screens/stat_screen/widgets                                                                                                                                     |          2 |          0 |          0 |          2 |          2 |
| lib/utils                                                                                                                                                           |          3 |         61 |          0 |         10 |         71 |
| lib/utils/theme                                                                                                                                                     |          3 |         61 |          0 |         10 |         71 |
| lib/utils/theme (Files)                                                                                                                                             |          1 |         18 |          0 |          4 |         22 |
| lib/utils/theme/custom_theme                                                                                                                                        |          2 |         43 |          0 |          6 |         49 |
| test                                                                                                                                                                |          1 |         14 |         10 |          7 |         31 |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                                                            | language   | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| /Users/macbook/Documents/GitHub/godofdiscipline/.dart_tool/build/entrypoint/build.dart                                                                              | Dart       |         64 |          2 |          2 |         68 |
| /Users/macbook/Documents/GitHub/godofdiscipline/.dart_tool/build/fcd1995bc647fb959e82ea360c6c2c9a/asset_graph.json                                                  | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/.dart_tool/build/generated/godofdiscipline/lib/router/router.router_config.json                                     | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/.dart_tool/build/generated/godofdiscipline/lib/screens/create_activity_screen/view/screen.route.json                | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/.dart_tool/build/generated/godofdiscipline/lib/screens/main_screen/view/screen.route.json                           | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/.dart_tool/build/generated/godofdiscipline/lib/screens/profile_screen/view/screen.route.json                        | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/.dart_tool/build/generated/godofdiscipline/lib/screens/reg_screen/view/screen.route.json                            | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/.dart_tool/build/generated/godofdiscipline/lib/screens/search_screen/view/screen.route.json                         | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/.dart_tool/build/generated/godofdiscipline/lib/screens/settings_screen/view/screen.route.json                       | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/.dart_tool/build/generated/godofdiscipline/lib/screens/stat_screen/view/screen.route.json                           | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/.dart_tool/dartpad/web_plugin_registrant.dart                                                                       | Dart       |          1 |          5 |          3 |          9 |
| /Users/macbook/Documents/GitHub/godofdiscipline/.dart_tool/flutter_build/5cc9838a1bcb84fb27da6622e92c9151/native_assets.yaml                                        | YAML       |          5 |          0 |          0 |          5 |
| /Users/macbook/Documents/GitHub/godofdiscipline/.dart_tool/flutter_build/5cc9838a1bcb84fb27da6622e92c9151/outputs.json                                              | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/.dart_tool/package_config.json                                                                                      | JSON       |        470 |          0 |          1 |        471 |
| /Users/macbook/Documents/GitHub/godofdiscipline/README.md                                                                                                           | Markdown   |         10 |          0 |          7 |         17 |
| /Users/macbook/Documents/GitHub/godofdiscipline/analysis_options.yaml                                                                                               | YAML       |          3 |         22 |          4 |         29 |
| /Users/macbook/Documents/GitHub/godofdiscipline/android/app/build.gradle                                                                                            | Gradle     |         51 |          5 |         12 |         68 |
| /Users/macbook/Documents/GitHub/godofdiscipline/android/app/src/debug/AndroidManifest.xml                                                                           | XML        |          3 |          4 |          1 |          8 |
| /Users/macbook/Documents/GitHub/godofdiscipline/android/app/src/main/AndroidManifest.xml                                                                            | XML        |         27 |          6 |          1 |         34 |
| /Users/macbook/Documents/GitHub/godofdiscipline/android/app/src/main/res/drawable-v21/launch_background.xml                                                         | XML        |          4 |          7 |          2 |         13 |
| /Users/macbook/Documents/GitHub/godofdiscipline/android/app/src/main/res/drawable/launch_background.xml                                                             | XML        |          4 |          7 |          2 |         13 |
| /Users/macbook/Documents/GitHub/godofdiscipline/android/app/src/main/res/values-night/styles.xml                                                                    | XML        |          9 |          9 |          1 |         19 |
| /Users/macbook/Documents/GitHub/godofdiscipline/android/app/src/main/res/values/styles.xml                                                                          | XML        |          9 |          9 |          1 |         19 |
| /Users/macbook/Documents/GitHub/godofdiscipline/android/app/src/profile/AndroidManifest.xml                                                                         | XML        |          3 |          4 |          1 |          8 |
| /Users/macbook/Documents/GitHub/godofdiscipline/android/build.gradle                                                                                                | Gradle     |         26 |          0 |          5 |         31 |
| /Users/macbook/Documents/GitHub/godofdiscipline/android/godofdiscipline_android.iml                                                                                 | XML        |         29 |          0 |          1 |         30 |
| /Users/macbook/Documents/GitHub/godofdiscipline/android/gradle.properties                                                                                           | Properties |          3 |          0 |          1 |          4 |
| /Users/macbook/Documents/GitHub/godofdiscipline/android/gradle/wrapper/gradle-wrapper.properties                                                                    | Properties |          5 |          0 |          1 |          6 |
| /Users/macbook/Documents/GitHub/godofdiscipline/android/settings.gradle                                                                                             | Gradle     |         24 |          0 |          6 |         30 |
| /Users/macbook/Documents/GitHub/godofdiscipline/assets/icons/eye_closed.svg                                                                                         | XML        |          3 |          0 |          1 |          4 |
| /Users/macbook/Documents/GitHub/godofdiscipline/assets/icons/menu.svg                                                                                               | XML        |          4 |          0 |          1 |          5 |
| /Users/macbook/Documents/GitHub/godofdiscipline/assets/icons/more_horiz.svg                                                                                         | XML        |          5 |          0 |          1 |          6 |
| /Users/macbook/Documents/GitHub/godofdiscipline/assets/icons/search.svg                                                                                             | XML        |         11 |          0 |          1 |         12 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/App.framework/flutter_assets/AssetManifest.json                                     | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/App.framework/flutter_assets/FontManifest.json                                      | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/App.framework/flutter_assets/assets/icons/eye_closed.svg                            | XML        |          3 |          0 |          1 |          4 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/App.framework/flutter_assets/assets/icons/menu.svg                                  | XML        |          4 |          0 |          1 |          5 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/App.framework/flutter_assets/assets/icons/more_horiz.svg                            | XML        |          5 |          0 |          1 |          6 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/App.framework/flutter_assets/assets/icons/search.svg                                | XML        |         11 |          0 |          1 |         12 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/Flutter.h                                                 | C++        |         18 |          3 |          4 |         25 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterAppDelegate.h                                      | C++        |         11 |         16 |          8 |         35 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterBinaryMessenger.h                                  | C++        |         29 |         63 |         14 |        106 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterCallbackCache.h                                    | C++        |         15 |         32 |          8 |         55 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterChannels.h                                         | C++        |         86 |        366 |         38 |        490 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterCodecs.h                                           | C++        |        113 |        322 |         42 |        477 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterDartProject.h                                      | C++        |         23 |         65 |         16 |        104 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterEngine.h                                           | C++        |         59 |        362 |         40 |        461 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterEngineGroup.h                                      | C++        |         23 |         73 |         15 |        111 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterHeadlessDartRunner.h                               | C++        |         22 |         64 |         12 |         98 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterMacros.h                                           | C++        |         21 |         16 |         12 |         49 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterPlatformViews.h                                    | C++        |         19 |         28 |         10 |         57 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterPlugin.h                                           | C++        |        110 |        294 |         43 |        447 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterPluginAppLifeCycleDelegate.h                       | C++        |         51 |         76 |         22 |        149 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterTexture.h                                          | C++        |         20 |         33 |         10 |         63 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Flutter.framework/Headers/FlutterViewController.h                                   | C++        |         51 |        179 |         30 |        260 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/AssetManifest.json               | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/FontManifest.json                | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/assets/icons/eye_closed.svg      | XML        |          3 |          0 |          1 |          4 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/assets/icons/menu.svg            | XML        |          4 |          0 |          1 |          5 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/assets/icons/more_horiz.svg      | XML        |          5 |          0 |          1 |          6 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/assets/icons/search.svg          | XML        |         11 |          0 |          1 |         12 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/Flutter.h                           | C++        |         18 |          3 |          4 |         25 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterAppDelegate.h                | C++        |         11 |         16 |          8 |         35 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterBinaryMessenger.h            | C++        |         29 |         63 |         14 |        106 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterCallbackCache.h              | C++        |         15 |         32 |          8 |         55 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterChannels.h                   | C++        |         86 |        366 |         38 |        490 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterCodecs.h                     | C++        |        113 |        322 |         42 |        477 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterDartProject.h                | C++        |         23 |         65 |         16 |        104 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterEngine.h                     | C++        |         59 |        362 |         40 |        461 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterEngineGroup.h                | C++        |         23 |         73 |         15 |        111 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterHeadlessDartRunner.h         | C++        |         22 |         64 |         12 |         98 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterMacros.h                     | C++        |         21 |         16 |         12 |         49 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterPlatformViews.h              | C++        |         19 |         28 |         10 |         57 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterPlugin.h                     | C++        |        110 |        294 |         43 |        447 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterPluginAppLifeCycleDelegate.h | C++        |         51 |         76 |         22 |        149 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterTexture.h                    | C++        |         20 |         33 |         10 |         63 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.app/Frameworks/Flutter.framework/Headers/FlutterViewController.h             | C++        |         51 |        179 |         30 |        260 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/Debug-iphonesimulator/Runner.swiftmodule/x86_64-apple-ios-simulator.abi.json                              | JSON       |          9 |          0 |          0 |          9 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/AssetManifest.json                     | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/FontManifest.json                      | JSON       |          1 |          0 |          0 |          1 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/assets/icons/eye_closed.svg            | XML        |          3 |          0 |          1 |          4 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/assets/icons/menu.svg                  | XML        |          4 |          0 |          1 |          5 |
| /Users/macbook/Documents/GitHub/godofdiscipline/build/ios/iphonesimulator/Runner.app/Frameworks/App.framework/flutter_assets/assets/icons/more_horiz.svg            | XML        |          5 |          0 |          1 |          6 |
